id_processo,id_cliente,id_fornecedor,incoterm,modal,data_embarque,data_chegada_prevista,data_chegada_real,status,taxa_cambio_usd_brl,lead_time_previsto_dias,lead_time_real_dias,desvio_lead_time_dias,flag_atraso,flag_atraso_grave,ano_embarque,mes_embarque,trimestre,ano_mes,custo_total_brl,custo_armazenagem_brl,custo_demurrage_brl,custo_despachante_brl,custo_frete_internacional_brl,custo_icms_brl,custo_imposto_importação_brl,custo_seguro_brl,valor_total_usd,valor_total_brl,custo_sobre_valor,flag_cambio_alto,peso_total_kg,custo_por_kg_brl,nome_cliente,segmento,estado,nome_fornecedor,pais,lead_time_medio_dias,confiabilidade
483,60,46,CIF,Marítimo,2023-02-05,2023-03-15,2023-03-14,Entregue,5.0817,38,37,-1,0,0,2023,2,1,2023-02,39040.63,1175.77,7150.86,1622.9,2865.59,12446.41,13095.7,683.4,19169.52,97413.749784,0.4008,0,234.618,166.4,Solar Continental Soluções Industriais S.A.,Eletrônico,GO,Caterpillar Parts USA,China,24,Alta
484,50,71,CIF,Aéreo,2024-06-09,2024-06-19,2024-06-19,Entregue,5.3268,10,10,0,0,0,2024,6,2,2024-06,24216.13,1049.78,0.0,2436.68,3548.01,9716.16,7117.92,347.58,12609.31,67167.27250800001,0.3605,0,313.65,77.21,Âncora Titan Comércio Exterior Ltda,Automotivo,MT,Brose Fahrzeugteile,Coreia do Sul,34,Alta
486,46,15,CIF,Marítimo,2024-01-06,2024-02-07,2024-02-24,Atrasado,5.4377,32,49,17,1,1,2024,1,1,2024-01,539680.8099999999,4301.48,0.0,3863.66,56240.9,260738.52,202501.33,12034.92,267609.24,1455178.764348,0.3709,0,1510.979,357.17,Corp Alfa Importações S.A.,Eletrônico,MG,Infosys Supply Chain,China,60,Média
487,153,94,FOB,Marítimo,2023-10-14,2023-12-02,2023-11-30,Entregue,5.2083,49,47,-2,0,0,2023,10,4,2023-10,114970.09999999999,3782.64,5125.65,3657.71,35562.25,36684.93,28786.5,1370.42,50794.32,264552.05685600004,0.4346,0,1027.059,111.94,Capital Star Grupo Industrial S.A.,Varejo,PR,MTU Friedrichshafen,Índia,27,Alta
488,166,48,CIF,Marítimo,2023-01-21,2023-03-22,2023-03-22,Desembaraçado,5.3056,60,60,0,0,0,2023,1,1,2023-01,115051.95,1035.91,0.0,4761.57,7024.96,52702.71,47327.11,2199.69,73928.39,392234.465984,0.2933,0,4572.995,25.16,Plus Âncora Exportações e Importações Ltda,Automotivo,GO,Parker Hannifin Corp,China,39,Média
491,72,11,CIF,Aéreo,2024-05-21,2024-06-04,2024-06-03,Desembaraçado,5.6904,14,13,-1,0,0,2024,5,2,2024-05,183075.81,1979.18,0.0,3819.95,34925.9,78653.06,60204.3,3493.42,84732.38,482161.13515200006,0.3797,1,472.197,387.71,Centro Solar Indústria e Comércio Ltda,Eletrônico,MS,Bosch Industrial GmbH,China,70,Baixa
492,82,95,FOB,Aéreo,2023-04-08,2023-04-15,2023-04-15,Entregue,5.1012,7,7,0,0,0,2023,4,2,2023-04,920893.9,2314.13,0.0,4421.69,538303.06,201710.69,161870.41,12273.92,282745.44,1442341.0385280002,0.6385,0,8311.46,110.8,Sul Nacional Grupo Industrial S.A.,Eletrônico,PR,MAN Industrial Parts,Coreia do Sul,17,Alta
493,166,32,FOB,Aéreo,2024-10-24,2024-11-02,2024-11-02,Entregue,5.718,9,9,0,0,0,2024,10,4,2024-10,337797.56,3042.91,0.0,2497.77,164644.45,82688.27,82004.95,2919.21,83066.85,474976.24830000004,0.7112,1,190.696,1771.39,Plus Âncora Exportações e Importações Ltda,Automotivo,GO,Hanoi Parts Ltd,Alemanha,85,Baixa
494,102,41,FOB,Marítimo,2024-09-16,2024-11-03,2024-11-01,Entregue,5.6327,48,46,-2,0,0,2024,9,3,2024-09,752087.7999999999,2072.11,0.0,3340.73,149984.3,324676.33,258822.06,13192.27,336228.92,1893876.637684,0.3971,1,6893.78,109.1,Prime Âncora Trading Ltda,Industrial,SC,Kia Supply Chain Korea,China,39,Alta
495,136,11,CIF,Marítimo,2023-07-27,2023-09-19,2023-09-24,Atrasado,5.114,54,59,5,1,0,2023,7,3,2023-07,1292658.28,1621.43,3271.45,2531.78,125475.9,662889.98,438349.95,58517.79,978156.03,5002289.93742,0.2584,0,25627.102000000003,50.44,Federal Solar Soluções Industriais S.A.,Industrial,GO,Bosch Industrial GmbH,China,70,Baixa
498,86,92,FOB,Marítimo,2023-08-27,2023-10-09,2023-10-07,Entregue,5.1144,43,41,-2,0,0,2023,8,3,2023-08,2239922.6,1458.12,0.0,4731.01,545838.56,1018365.67,605563.25,63965.99,1163021.55,5948157.41532,0.3766,0,12604.413,177.71,Meridian Federal Soluções Industriais S.A.,Eletrônico,RS,Cummins Supply Chain,Alemanha,86,Baixa
504,49,75,EXW,Aéreo,2024-04-25,2024-05-06,2024-05-08,Atrasado,5.3819,11,13,2,1,0,2024,4,2,2024-04,183383.56,6345.19,0.0,2292.04,99683.15,33853.21,39336.71,1873.26,50104.05,269654.986695,0.6801,0,414.24,442.7,Pro Âncora Exportações e Importações Ltda,Varejo,MG,Dana Incorporated,China,30,Média
505,61,67,CIF,Marítimo,2023-12-08,2024-01-05,2024-01-05,Desembaraçado,5.3561,28,28,0,0,0,2023,12,4,2023-12,105791.52,2231.78,0.0,4071.04,6493.68,54037.87,35301.56,3655.59,58057.8,310963.38258,0.3402,0,1906.622,55.49,Corp Horizonte Grupo Industrial S.A.,Automotivo,AM,Webasto Group GmbH,EUA,40,Alta
506,73,95,CIF,Marítimo,2024-09-02,2024-10-31,2024-10-31,Desembaraçado,5.6387,59,59,0,0,0,2024,9,3,2024-09,327536.11000000004,694.44,0.0,3514.14,16563.4,149617.13,147136.89,10010.11,165091.59,930901.948533,0.3518,1,7425.7699999999995,44.11,Beta Nexus Logística e Comércio Eireli,Varejo,ES,MAN Industrial Parts,Coreia do Sul,17,Alta
507,160,41,FOB,Marítimo,2024-06-09,2024-07-04,2024-07-03,Desembaraçado,5.553,25,24,-1,0,0,2024,6,2,2024-06,209679.97,2616.15,0.0,4351.12,38815.91,64536.78,94482.09,4877.92,95639.16,531084.25548,0.3948,1,195.242,1073.95,Multi Delta Exportações e Importações Ltda,Industrial,CE,Kia Supply Chain Korea,China,39,Alta
509,62,84,CIF,Aéreo,2023-07-13,2023-07-23,2023-07-23,Entregue,5.3455,10,10,0,0,0,2023,7,3,2023-07,605278.61,3082.82,6294.98,3720.96,81187.95,323626.58,173016.18,14349.14,346623.82,1852877.62981,0.3267,0,6827.659,88.65,Group Horizonte Importações S.A.,Eletrônico,PR,Dorman Products,China,39,Alta
510,7,75,CIF,Marítimo,2023-05-11,2023-06-17,2023-06-15,Desembaraçado,5.108,37,35,-2,0,0,2023,5,2,2023-05,411036.42,4210.29,0.0,3536.68,38534.64,138413.23,214589.12,11752.46,218927.9,1118283.7131999999,0.3676,0,2105.5280000000002,195.22,Pacífico Pacífico Grupo Industrial S.A.,Industrial,ES,Dana Incorporated,China,30,Média
512,154,3,FOB,Marítimo,2023-08-04,2023-09-14,2023-09-13,Entregue,5.2598,41,40,-1,0,0,2023,8,3,2023-08,222718.35,979.66,2968.09,4683.57,42432.03,88495.38,79875.47,3284.15,95205.33,500760.994734,0.4448,0,3273.78,68.03,Vega Âncora Soluções Industriais S.A.,Varejo,RJ,Shanghai Global Trade,EUA,40,Média
513,127,41,CIF,Marítimo,2023-03-21,2023-04-22,2023-04-21,Entregue,5.1072,32,31,-1,0,0,2023,3,1,2023-03,161995.55,2616.35,0.0,1512.64,12399.0,66806.03,76651.78,2009.75,78902.47,402970.694784,0.402,0,1223.04,132.45,Porto Uni Tecnologia e Comércio Ltda,Varejo,GO,Kia Supply Chain Korea,China,39,Alta
514,12,87,FOB,Marítimo,2023-01-14,2023-02-15,2023-02-15,Desembaraçado,4.9385,32,32,0,0,0,2023,1,1,2023-01,965796.2100000001,2989.74,0.0,1755.03,346863.46,327989.32,258177.63,28021.03,503573.5,2486897.72975,0.3884,0,14688.674,65.75,Continental Apex Logística e Comércio Eireli,Industrial,RS,Wabash National,EUA,26,Alta
515,12,13,FOB,Marítimo,2024-07-17,2024-08-28,2024-09-17,Atrasado,5.782,42,62,20,1,1,2024,7,3,2024-07,3446142.56,1245.95,0.0,4281.4,933112.48,1193146.0,1273008.55,41348.18,1322315.47,7645628.04754,0.4507,1,11618.245,296.61,Continental Apex Logística e Comércio Eireli,Industrial,RS,Tata Motors Components,EUA,38,Média
517,100,45,FOB,Marítimo,2023-06-27,2023-08-02,2023-08-01,Entregue,5.2703,36,35,-1,0,0,2023,6,2,2023-06,165440.85,3583.43,0.0,3717.52,35671.8,73326.23,46421.21,2720.66,87837.36,462929.238408,0.3574,0,44.652,3705.12,Max Star Soluções Industriais S.A.,Eletrônico,DF,Honeywell Components,Itália,16,Alta
518,183,32,FOB,Marítimo,2024-10-04,2024-11-04,2024-11-04,Entregue,5.4883,31,31,0,0,0,2024,10,4,2024-10,103966.75,1954.36,0.0,3696.57,20745.53,33124.47,42190.08,2255.74,50259.79,275840.805457,0.3769,0,654.25,158.91,Nacional Nacional Indústria e Comércio Ltda,Varejo,SP,Hanoi Parts Ltd,Alemanha,85,Baixa
519,51,44,EXW,Marítimo,2023-06-15,2023-07-16,2023-07-15,Desembaraçado,5.4058,31,30,-1,0,0,2023,6,2,2023-06,1222772.12,2109.82,0.0,3934.05,483142.81,308031.19,400980.12,24574.13,426732.30000000005,2306829.4673400004,0.5301,0,3036.6180000000004,402.68,Ômega Ômega Grupo Industrial S.A.,Varejo,PE,3M Supply Chain,China,38,Alta
520,150,37,FOB,Marítimo,2024-10-16,2024-11-19,2024-11-18,Entregue,5.6185,34,33,-1,0,0,2024,10,4,2024-10,29602.99,4404.49,2149.55,3385.68,7535.97,6725.14,4977.86,424.3,9736.38,54703.85103,0.5412,1,41.82,707.87,Real Horizonte Grupo Industrial S.A.,Automotivo,CE,Volkswagen Mexico Parts,Alemanha,43,Média
521,96,56,FOB,Marítimo,2023-11-07,2023-12-27,2023-12-25,Desembaraçado,5.3121,50,48,-2,0,0,2023,11,4,2023-11,1749771.0899999999,3914.16,0.0,1555.21,538964.85,567310.83,616270.2,21755.84,824655.71,4380653.597091,0.3994,0,20448.556,85.57,Net Pro Comércio Exterior Ltda,Eletrônico,MS,Bayer Industrial AG,China,45,Média
522,35,61,CIF,Aéreo,2024-04-07,2024-04-13,2024-04-12,Entregue,5.4362,6,5,-1,0,0,2024,4,2,2024-04,284759.81,4308.6,0.0,2000.14,59320.58,135881.95,78754.97,4493.57,157514.76,856281.7383120001,0.3326,0,3724.815,76.45,Vega Prime Logística e Comércio Eireli,Automotivo,CE,Continental Automotive,EUA,47,Média
525,189,24,CIF,Marítimo,2023-02-20,2023-03-28,2023-03-26,Entregue,4.8883,36,34,-2,0,0,2023,2,1,2023-02,373375.30000000005,4379.46,0.0,3687.07,27927.56,187684.44,135498.95,14197.82,289575.78,1415533.2853740002,0.2638,0,15636.400999999998,23.88,Plus Corp Comércio Exterior Ltda,Automotivo,RS,Lenovo Supply Chain,EUA,33,Média
528,105,36,CIF,Marítimo,2024-07-09,2024-08-04,2024-08-02,Desembaraçado,5.8,26,24,-2,0,0,2024,7,3,2024-07,47487.46,2120.11,0.0,4155.79,3931.02,22832.62,13048.15,1399.77,22178.199999999997,128633.55999999998,0.3692,1,684.915,69.33,Corp Pro Exportações e Importações Ltda,Automotivo,RS,Ferrari Industrial,China,18,Alta
529,117,98,FOB,Marítimo,2023-03-10,2023-05-07,2023-05-07,Entregue,5.255,58,58,0,0,0,2023,3,1,2023-03,59677.93,4100.87,0.0,4429.52,14498.1,21113.02,13954.0,1582.42,25210.63,132481.86065000002,0.4505,0,1606.374,37.15,Beta Uni Indústria e Comércio Ltda,Eletrônico,MG,Safran Supply Chain,Índia,35,Alta
530,162,36,CIF,Marítimo,2023-04-23,2023-05-22,2023-05-21,Entregue,5.154,29,28,-1,0,0,2023,4,2,2023-04,517002.99,3091.02,0.0,2177.6,50531.43,185873.03,263592.48,11737.43,290837.07999999996,1498974.3103199997,0.3449,0,2848.7749999999996,181.48,Porto Inter Comércio Exterior Ltda,Eletrônico,GO,Ferrari Industrial,China,18,Alta
533,131,18,FOB,Aéreo,2023-03-28,2023-04-03,2023-04-03,Desembaraçado,5.3043,6,6,0,0,0,2023,3,1,2023-03,2341131.69,3155.88,0.0,4181.42,1151411.95,756400.89,393337.63,32643.92,853529.3300000001,4527375.625119,0.5171,0,5226.173,447.96,Nexus Plus Trading Ltda,Industrial,ES,Panasonic Supply Japan,México,32,Média
534,99,26,CIF,Aéreo,2024-04-03,2024-04-13,2024-04-12,Entregue,5.512,10,9,-1,0,0,2024,4,2,2024-04,278884.32,3663.02,3092.63,3247.24,55880.57,135075.45,72217.49,5707.92,149580.22,824486.1726399999,0.3383,1,3529.452,79.02,Tech Real Tecnologia e Comércio Ltda,Varejo,MS,Xiaomi Industrial,China,40,Alta
535,8,100,EXW,Marítimo,2023-03-13,2023-04-09,2023-04-12,Atrasado,5.1667,27,30,3,1,0,2023,3,1,2023-03,374160.77999999997,3318.71,0.0,1897.06,143875.68,102258.39,114539.24,8271.7,139283.62,719636.679454,0.5199,0,197.714,1892.43,Pro Corp Importações S.A.,Varejo,RJ,Raytheon Components,EUA,55,Baixa
537,60,14,FOB,Marítimo,2024-02-10,2024-03-16,2024-03-29,Atrasado,5.1108,35,48,13,1,1,2024,2,1,2024-02,253349.86,2688.49,0.0,1865.51,78899.79,93376.53,70659.7,5859.84,131194.27,670507.675116,0.3778,0,5811.614,43.59,Solar Continental Soluções Industriais S.A.,Eletrônico,GO,Mahindra Parts Ltd,México,41,Média
538,130,70,EXW,Marítimo,2023-08-05,2023-09-25,2023-10-13,Atrasado,5.2651,51,69,18,1,1,2023,8,3,2023-08,32519.12,3357.58,0.0,1629.77,11446.84,9228.76,6582.88,273.29,12962.970000000001,68251.333347,0.4765,0,137.354,236.75,Nacional Atlântico Comércio Exterior Ltda,Varejo,DF,Dräxlmaier Group,Japão,89,Baixa
539,145,89,CIF,Marítimo,2024-07-11,2024-08-31,2024-08-29,Entregue,5.3379,51,49,-2,0,0,2024,7,3,2024-07,61349.29,859.22,0.0,4586.88,5469.37,31222.62,17453.79,1757.41,35723.16,190686.65576400002,0.3217,0,280.582,218.65,Atlântico Nexus Comércio Exterior Ltda,Industrial,DF,AGCO Supply Chain,Vietnã,35,Média
540,168,76,FOB,Marítimo,2024-10-20,2024-11-19,2024-11-17,Entregue,5.7085,30,28,-2,0,0,2024,10,4,2024-10,89877.26,2114.13,0.0,3530.16,20996.92,35111.69,26135.37,1988.99,34789.82,198597.68747,0.4526,1,1920.1550000000002,46.81,Tech Alfa Tecnologia e Comércio Ltda,Varejo,BA,BorgWarner Inc Supply,EUA,34,Alta
542,139,10,CIF,Aéreo,2023-03-26,2023-04-07,2023-04-22,Atrasado,5.1948,12,27,15,1,1,2023,3,1,2023-03,292232.02,3108.14,0.0,1301.95,29051.77,107054.07,144338.0,7378.09,161111.34,836941.1890319999,0.3492,0,918.9480000000001,318.01,Atlas Meridian Importações S.A.,Eletrônico,RS,Siemens Components AG,EUA,77,Baixa
544,76,94,CIF,Marítimo,2023-08-07,2023-09-14,2023-09-13,Entregue,5.0041,38,37,-1,0,0,2023,8,3,2023-08,2272544.59,4100.44,0.0,2311.56,199189.06,911095.81,1090877.59,64970.13,1130192.94,5655598.491054,0.4018,0,27147.130999999998,83.71,Pacífico Horizonte Trading Ltda,Eletrônico,SP,MTU Friedrichshafen,Índia,27,Alta
547,64,84,CIF,Marítimo,2023-10-30,2023-12-08,2023-12-06,Entregue,5.47,39,37,-2,0,0,2023,10,4,2023-10,1396583.51,2752.16,0.0,4517.98,133424.99,720923.37,503291.33,31673.68,733865.7700000001,4014245.7619000007,0.3479,0,8634.364,161.75,Titan Atlântico Trading Ltda,Industrial,PE,Dorman Products,China,39,Alta
548,175,76,FOB,Marítimo,2023-02-14,2023-04-04,2023-04-03,Entregue,4.9149,49,48,-1,0,0,2023,2,1,2023-02,62613.36,2745.05,0.0,2313.07,16982.1,25069.18,13831.94,1672.02,35115.88,172591.038612,0.3628,0,1510.8319999999999,41.44,Max Max Trading Ltda,Varejo,PE,BorgWarner Inc Supply,EUA,34,Alta
550,156,79,CIF,Marítimo,2023-02-02,2023-03-21,2023-03-20,Entregue,5.1501,47,46,-1,0,0,2023,2,1,2023-02,65697.52,3262.5,6976.89,1318.89,2362.76,26265.38,23547.59,1963.51,36207.649999999994,186473.01826499996,0.3523,0,1783.603,36.83,Corp Vega Indústria e Comércio Ltda,Industrial,DF,Lear Corporation Parts,EUA,23,Alta
551,134,61,CIF,Marítimo,2023-07-29,2023-08-31,2023-08-30,Desembaraçado,5.193,33,32,-1,0,0,2023,7,3,2023-07,221570.18000000002,650.54,0.0,4710.19,14071.41,93941.08,103871.8,4325.16,122051.56,633813.75108,0.3496,0,2368.967,93.53,Plus Group Trading Ltda,Varejo,AM,Continental Automotive,EUA,47,Média
552,26,29,FOB,Marítimo,2023-08-28,2023-10-02,2023-10-16,Atrasado,5.2,35,49,14,1,1,2023,8,3,2023-08,268985.1,939.64,0.0,3540.27,61001.96,84937.46,113386.78,5178.99,111508.87,579846.124,0.4639,0,1374.266,195.73,Terra Tech Indústria e Comércio Ltda,Automotivo,DF,CATL Energy Components,EUA,16,Alta
553,1,35,CIF,Aéreo,2023-04-16,2023-04-22,2023-04-20,Entregue,5.2413,6,4,-2,0,0,2023,4,2,2023-04,17070.07,3278.89,0.0,3788.46,1372.32,4593.86,3704.46,332.08,6622.23,34709.094098999994,0.4918,0,302.16,56.49,Sul Beta Soluções Industriais S.A.,Eletrônico,RS,Fiat Components Italy,China,36,Alta
554,69,33,CIF,Aéreo,2024-08-05,2024-08-14,2024-08-12,Entregue,5.5023,9,7,-2,0,0,2024,8,3,2024-08,114360.45,2154.1,0.0,2278.95,16970.49,51106.99,39170.49,2679.43,71632.39,394142.899497,0.2901,1,3025.2990000000004,37.8,Trans Group Indústria e Comércio Ltda,Varejo,MG,Ho Chi Minh Trade,China,32,Alta
555,179,78,FOB,Marítimo,2023-04-01,2023-05-05,2023-05-04,Entregue,5.0364,34,33,-1,0,0,2023,4,2,2023-04,1655698.67,2983.06,0.0,3251.7,479158.19,603170.99,529812.35,37322.38,684473.86,3447284.148504,0.4803,0,12395.094,133.58,Star Corp Distribuidora Nacional S.A.,Industrial,SC,Aptiv Components,Índia,37,Alta
556,43,98,EXW,Marítimo,2024-10-29,2024-11-25,2024-11-23,Entregue,5.7699,27,25,-2,0,0,2024,10,4,2024-10,924347.06,3357.75,0.0,3106.31,284000.8,267902.84,352758.23,13221.13,320575.23,1849687.0195769998,0.4997,1,4110.82,224.86,Brasil Solar Trading Ltda,Eletrônico,PE,Safran Supply Chain,Índia,35,Alta
557,50,29,EXW,Aéreo,2024-07-15,2024-07-27,2024-07-27,Entregue,5.4802,12,12,0,0,0,2024,7,3,2024-07,1795479.2,2594.35,0.0,1901.61,944596.05,380161.39,440356.2,25869.6,421139.47000000003,2307928.523494,0.778,0,14855.511,120.86,Âncora Titan Comércio Exterior Ltda,Automotivo,MT,CATL Energy Components,EUA,16,Alta
558,171,50,FOB,Marítimo,2023-03-23,2023-04-25,2023-04-23,Desembaraçado,5.2656,33,31,-2,0,0,2023,3,1,2023-03,256699.31,2856.35,0.0,2072.85,74738.41,99670.2,72314.51,5046.99,107744.4,567338.91264,0.4525,0,4803.7,53.44,Star Plus Importações S.A.,Automotivo,AM,Illinois Tool Works,China,18,Alta
559,151,44,CIF,Marítimo,2023-09-17,2023-10-22,2023-10-20,Entregue,5.1413,35,33,-2,0,0,2023,9,3,2023-09,313510.32,1405.66,0.0,4357.46,31744.84,149762.46,115178.0,11061.9,198086.5,1018422.12245,0.3078,0,232.452,1348.71,Brasil Titan Trading Ltda,Industrial,AM,3M Supply Chain,China,38,Alta
562,8,85,CIF,Marítimo,2023-03-01,2023-03-31,2023-03-29,Entregue,5.1333,30,28,-2,0,0,2023,3,1,2023-03,11434.01,1496.71,857.43,4419.18,428.2,1760.8,2365.93,105.76,2518.9,12930.269370000002,0.8843,0,4.617,2476.5,Pro Corp Importações S.A.,Varejo,RJ,Standard Motor Products,China,24,Alta
563,129,8,EXW,Marítimo,2024-01-16,2024-02-13,2024-02-20,Atrasado,5.3051,28,35,7,1,0,2024,1,1,2024-01,146364.37,3622.42,3153.13,5768.43,50211.76,35981.26,46200.49,1426.88,53443.1,283520.98981,0.5162,0,182.455,802.19,Porto Star Trading Ltda,Varejo,CE,US Tech Exports Inc,Índia,33,Média
565,34,65,CIF,Marítimo,2024-09-06,2024-10-14,2024-10-14,Desembaraçado,5.5324,38,38,0,0,0,2024,9,3,2024-09,345191.49,1612.55,0.0,2295.79,44773.67,153409.47,136835.59,6264.42,226223.62,1251559.555288,0.2758,1,368.64000000000004,936.39,Federal Continental Distribuidora Nacional S.A.,Varejo,RJ,Hella Automotive,EUA,48,Média
566,145,26,CIF,Aéreo,2024-05-16,2024-05-25,2024-05-23,Entregue,5.6915,9,7,-2,0,0,2024,5,2,2024-05,366368.77,3791.84,6108.54,2480.78,89678.67,130249.19,129672.52,4387.23,148608.38999999998,845804.6516849998,0.4332,1,2235.924,163.86,Atlântico Nexus Comércio Exterior Ltda,Industrial,DF,Xiaomi Industrial,China,40,Alta
568,72,89,CIF,Aéreo,2024-01-24,2024-02-08,2024-02-06,Desembaraçado,5.3743,15,13,-2,0,0,2024,1,1,2024-01,6155668.57,3858.33,0.0,3199.36,1225959.53,2479216.29,2356604.2,86830.86,2925601.47,15723059.980221001,0.3915,0,36473.216,168.77,Centro Solar Indústria e Comércio Ltda,Eletrônico,MS,AGCO Supply Chain,Vietnã,35,Média
569,46,68,FOB,Aéreo,2024-03-11,2024-03-18,2024-03-17,Entregue,5.2723,7,6,-1,0,0,2024,3,1,2024-03,146705.8,4277.53,0.0,2497.79,59464.84,35216.51,42898.8,2350.33,42661.909999999996,224926.388093,0.6522,0,608.021,241.28,Corp Alfa Importações S.A.,Eletrônico,MG,Mann+Hummel Group,México,43,Média
570,142,53,CIF,Marítimo,2024-10-13,2024-11-16,2024-11-16,Desembaraçado,5.6441,34,34,0,0,0,2024,10,4,2024-10,785730.38,838.57,0.0,3151.34,51515.41,389479.9,324230.62,16514.54,481643.22,2718442.4980019997,0.289,1,10901.476999999999,72.08,Alfa Corp Indústria e Comércio Ltda,Industrial,SP,ABB Switzerland Supply,China,21,Alta
573,198,63,FOB,Marítimo,2023-10-31,2023-12-26,2023-12-25,Entregue,5.2946,56,55,-1,0,0,2023,10,4,2023-10,5571126.61,2517.74,0.0,4083.59,960674.95,2417674.65,2094697.86,91477.82,2950442.01,15621410.266145999,0.3566,0,75133.133,74.15,Pacífico Trans Soluções Industriais S.A.,Varejo,MT,Schaeffler Group,EUA,18,Alta
576,98,4,FOB,Marítimo,2023-08-08,2023-09-13,2023-09-12,Entregue,5.1999,36,35,-1,0,0,2023,8,3,2023-08,13959.45,4057.07,2697.17,4776.77,689.83,827.71,884.74,26.16,1066.61,5546.265339,2.5169,0,3.822,3652.39,Group Multi Logística e Comércio Eireli,Varejo,CE,Guangzhou Industrial Corp,Índia,29,Alta
577,102,19,FOB,Marítimo,2023-05-03,2023-06-04,2023-06-03,Entregue,5.2379,32,31,-1,0,0,2023,5,2,2023-05,293407.8,3675.76,0.0,4610.1,76035.77,120784.84,78606.43,9694.9,172470.38999999998,903382.6557809999,0.3248,0,511.669,573.43,Prime Âncora Trading Ltda,Industrial,SC,Samsung Industrial Korea,Coreia do Sul,32,Média
578,23,83,FOB,Marítimo,2023-02-25,2023-04-26,2023-04-26,Entregue,5.1999,60,60,0,0,0,2023,2,1,2023-02,2716778.9699999997,2063.37,0.0,3905.78,530257.23,992885.62,1111320.69,76346.28,1395581.1700000002,7256882.525883001,0.3744,0,34449.353,78.86,Pro Net Soluções Industriais S.A.,Automotivo,AM,Superior Industries,Alemanha,52,Média
580,199,89,FOB,Marítimo,2024-07-27,2024-09-10,2024-09-08,Entregue,5.3974,45,43,-2,0,0,2024,7,3,2024-07,198182.75999999998,4466.03,0.0,4360.13,45995.81,84202.7,56183.14,2974.95,108280.11,584431.065714,0.3391,0,1598.9140000000002,123.95,Pro Horizonte Trading Ltda,Varejo,DF,AGCO Supply Chain,Vietnã,35,Média
581,143,65,CIF,Marítimo,2024-08-28,2024-10-10,2024-10-09,Entregue,5.376,43,42,-1,0,0,2024,8,3,2024-08,524950.85,770.88,0.0,3613.18,31271.42,274189.17,204450.75,10655.45,344362.74,1851294.09024,0.2836,0,3278.925,160.1,Group Âncora Indústria e Comércio Ltda,Varejo,RJ,Hella Automotive,EUA,48,Média
582,149,19,CIF,Aéreo,2024-06-24,2024-07-04,2024-07-03,Entregue,5.2832,10,9,-1,0,0,2024,6,2,2024-06,144408.58999999997,3923.61,4244.39,3395.86,22108.26,41718.42,66372.54,2645.51,65453.21000000001,345802.399072,0.4176,0,884.696,163.23,Nacional Star Distribuidora Nacional S.A.,Industrial,DF,Samsung Industrial Korea,Coreia do Sul,32,Média
586,74,66,CIF,Marítimo,2023-02-03,2023-03-31,2023-04-13,Atrasado,5.1367,56,69,13,1,1,2023,2,1,2023-02,35119.99,4169.09,4070.38,1786.96,2446.91,10695.4,11288.71,662.54,12406.34,63727.646678000005,0.5511,0,50.787,691.52,Solar Porto Indústria e Comércio Ltda,Automotivo,BA,Knorr-Bremse AG,China,22,Alta
587,174,9,CIF,Marítimo,2024-03-25,2024-04-28,2024-04-28,Entregue,5.5298,34,34,0,0,0,2024,3,1,2024-03,299862.99,733.96,0.0,3799.96,14049.0,162967.75,108529.86,9782.46,170484.8,942746.8470399999,0.3181,1,4396.902999999999,68.2,Centro Plus Soluções Industriais S.A.,Industrial,BA,BMW Parts GmbH,China,25,Alta
588,48,66,FOB,Marítimo,2023-12-21,2024-02-03,2024-02-03,Entregue,5.3016,44,44,0,0,0,2023,12,4,2023-12,272113.11,3604.75,7404.88,3511.9,72580.34,80448.47,101256.96,3305.81,102700.13,544475.009208,0.4998,0,808.53,336.55,Apex Nacional Comércio Exterior Ltda,Varejo,PR,Knorr-Bremse AG,China,22,Alta
589,198,28,FOB,Marítimo,2024-05-01,2024-06-23,2024-06-21,Entregue,5.2731,53,51,-2,0,0,2024,5,2,2024-05,471601.78,3646.64,0.0,4304.16,148695.25,162978.75,143503.89,8473.09,244614.38,1289876.087178,0.3656,0,1403.6819999999998,335.97,Pacífico Trans Soluções Industriais S.A.,Varejo,MT,BYD Battery Systems,Coreia do Sul,32,Alta
593,108,43,FOB,Marítimo,2024-02-21,2024-04-04,2024-04-10,Atrasado,5.3569,43,49,6,1,0,2024,2,1,2024-02,84222.95,3008.8,0.0,3969.92,17138.68,25413.55,33002.18,1689.82,31812.11,170414.29205900003,0.4942,0,1673.9329999999998,50.31,Nacional Capital Tecnologia e Comércio Ltda,Eletrônico,GO,GE Industrial USA,China,57,Média
594,51,15,CIF,Marítimo,2024-10-08,2024-12-07,2024-12-26,Atrasado,5.6072,60,79,19,1,1,2024,10,4,2024-10,305261.29,688.59,0.0,4677.64,15450.48,157351.72,120190.08,6902.78,224217.62,1257233.038864,0.2428,1,3040.355,100.4,Ômega Ômega Grupo Industrial S.A.,Varejo,PE,Infosys Supply Chain,China,60,Média
595,68,21,FOB,Marítimo,2024-08-25,2024-09-26,2024-10-03,Atrasado,5.3594,32,39,7,1,0,2024,8,3,2024-08,642497.62,3729.37,0.0,1379.99,95242.5,230252.02,297499.81,14393.93,280491.31,1503265.126814,0.4274,0,958.1940000000001,670.53,Sul Prime Indústria e Comércio Ltda,Automotivo,DF,ACER Taiwan Supply,Índia,17,Alta
